"","WT","Date","Diff_PSL"
"386",2,2013-06-25,75.5164467010327
"387",2,2013-06-26,-146.046008916979
"388",2,2013-06-27,-178.599016241278
"389",2,2013-06-28,-16.0358150056854
"390",2,2013-06-29,38.621619359692
"391",2,2013-06-30,39.4677152653749
"392",2,2013-07-01,108.90438976018
"393",2,2013-07-02,68.6965564640559
"394",2,2013-07-03,-41.1490601160622
"395",2,2013-07-04,-86.8489820037212
"396",2,2013-07-05,98.9939298105019
"397",2,2013-07-06,82.4977301777253
"398",2,2013-07-07,-54.9959460213431
"399",2,2013-07-08,-165.698306382896
"400",2,2013-07-09,-31.4759728534264
"401",2,2013-07-10,127.212419858784
"402",2,2013-07-11,4.73307524144184
"403",2,2013-07-12,-136.36418727682
"404",2,2013-07-13,-28.6703723523096
"405",2,2013-07-14,51.1674482125527
"406",2,2013-07-15,87.517073121242
"407",2,2013-07-16,45.4460746023396
"408",2,2013-07-17,-63.1363579877361
"409",2,2013-07-18,30.3168304151041
"410",2,2013-07-19,-11.0381279418943
"411",2,2013-07-20,-41.4795741356938
"412",2,2013-07-21,-33.8321206480177
"413",2,2013-07-22,-51.1419577280467
"414",2,2013-07-23,-42.8317300864437
"415",2,2013-07-24,128.641649590165
"416",2,2013-07-25,96.8574437489879
"417",2,2013-07-26,43.873572167664
"418",2,2013-07-27,49.5966259535926
"419",2,2013-07-28,-89.9821115180239
"420",2,2013-07-29,-194.470408618727
"421",2,2013-07-30,-163.178156955037
"422",2,2013-07-31,60.7385342273919
"423",2,2013-08-01,110.262023717747
"424",2,2013-08-02,-22.8634023494669
"425",2,2013-08-03,-82.8932587546587
"426",2,2013-08-04,20.151785170834
"427",2,2013-08-05,123.535002181059
"428",2,2013-08-06,76.7683728798002
"429",2,2013-08-07,-7.18121297273319
"430",2,2013-08-08,-37.4130975085136
"431",2,2013-08-09,-172.669222224475
"432",2,2013-08-10,37.2784095520183
"433",2,2013-08-11,94.5186569245998
"434",2,2013-08-12,31.1780364896113
"435",2,2013-08-13,25.9030392793356
"436",2,2013-08-14,-44.0267940472258
"437",2,2013-08-15,-87.6307696599542
"438",2,2013-08-16,-22.4445833671489
"439",2,2013-08-17,33.8432934994344
"440",2,2013-08-18,-8.45207631675294
"441",2,2013-08-19,-53.1031323547359
"442",2,2013-08-20,-1.05491448222892
"443",2,2013-08-21,38.805956825192
"444",2,2013-08-22,72.3424882831605
"445",2,2013-08-23,57.9341003388108
"446",2,2013-08-24,-6.29390647824039
"447",2,2013-08-25,58.9208554820652
"448",2,2013-08-26,102.61880046867
"449",2,2013-08-27,70.8469873498689
"450",2,2013-08-28,-71.3066250913107
"451",2,2013-08-29,-73.9852664441569
"452",2,2013-08-30,-28.6065129950584
"453",2,2013-08-31,-48.309796502188
"454",2,2013-09-01,-90.7681433614634
"455",2,2013-09-02,-39.9004144010687
"456",2,2013-09-03,30.2350293174823
"457",2,2013-09-04,-20.730303268545
"458",2,2013-09-05,83.4358857632615
"459",2,2013-09-06,193.382168326978
"460",2,2013-09-07,98.4157756451896
"461",2,2013-09-08,-32.7764199703815
"462",2,2013-09-09,-4.88790882161993
"463",2,2013-09-10,39.786916947327
"464",2,2013-09-11,66.3939130721556
"465",2,2013-09-12,-78.7831140439957
"466",2,2013-09-13,-147.385599689573
"467",2,2013-09-14,-147.128710335179
"468",2,2014-06-20,170.532625841995
"469",2,2014-06-21,44.9661035647587
"470",2,2014-06-22,-76.3585888045782
"471",2,2014-06-23,-119.588348076621
"472",2,2014-06-24,53.5644807052449
