,Date,Year,Month,Day,WT,Train_or_Test,SPI,Tertile
1120,1982-01-24 GMT,1982,1,24,1,test,NA,NA
1121,1982-01-25 GMT,1982,1,25,2,test,NA,NA
1122,1982-01-26 GMT,1982,1,26,2,test,NA,NA
1123,1982-01-27 GMT,1982,1,27,4,test,NA,NA
1124,1982-01-28 GMT,1982,1,28,4,test,NA,NA
1125,1982-01-29 GMT,1982,1,29,4,test,NA,NA
1126,1982-01-30 GMT,1982,1,30,4,test,NA,NA
1127,1982-01-31 GMT,1982,1,31,4,test,NA,NA
1128,1982-02-01 GMT,1982,2,1,4,test,NA,NA
1129,1982-02-02 GMT,1982,2,2,1,test,NA,NA
1130,1982-02-03 GMT,1982,2,3,1,test,NA,NA
1131,1982-02-04 GMT,1982,2,4,4,test,NA,NA
1132,1982-02-05 GMT,1982,2,5,4,test,NA,NA
1133,1982-02-06 GMT,1982,2,6,1,test,NA,NA
1134,1982-02-07 GMT,1982,2,7,1,test,NA,NA
1135,1982-02-08 GMT,1982,2,8,4,test,NA,NA
1136,1982-02-09 GMT,1982,2,9,4,test,NA,NA
1137,1982-02-10 GMT,1982,2,10,1,test,NA,NA
1138,1982-02-11 GMT,1982,2,11,1,test,NA,NA
1139,1982-02-12 GMT,1982,2,12,1,test,NA,NA
1140,1982-02-13 GMT,1982,2,13,1,test,NA,NA
1141,1982-02-14 GMT,1982,2,14,3,test,NA,NA
1142,1982-02-15 GMT,1982,2,15,3,test,NA,NA
1143,1982-02-16 GMT,1982,2,16,5,test,NA,NA
1144,1982-02-17 GMT,1982,2,17,5,test,NA,NA
1145,1982-02-18 GMT,1982,2,18,5,test,NA,NA
1146,1982-02-19 GMT,1982,2,19,5,test,NA,NA
1147,1982-02-20 GMT,1982,2,20,2,test,NA,NA
1148,1982-02-21 GMT,1982,2,21,2,test,NA,NA
1149,1982-02-22 GMT,1982,2,22,4,test,NA,NA
1150,1982-02-23 GMT,1982,2,23,4,test,NA,NA
1151,1982-02-24 GMT,1982,2,24,4,test,NA,NA
1152,1982-02-25 GMT,1982,2,25,4,test,NA,NA
1153,1982-02-26 GMT,1982,2,26,4,test,NA,NA
1154,1982-02-27 GMT,1982,2,27,1,test,NA,NA
1155,1982-02-28 GMT,1982,2,28,1,test,NA,NA
1156,1982-03-01 GMT,1982,3,1,1,test,NA,NA
1157,1982-03-02 GMT,1982,3,2,3,test,NA,NA
1158,1982-03-03 GMT,1982,3,3,3,test,NA,NA
1159,1982-03-04 GMT,1982,3,4,2,test,NA,NA
1160,1982-03-05 GMT,1982,3,5,2,test,NA,NA
1161,1982-03-06 GMT,1982,3,6,1,test,NA,NA
1162,1982-03-07 GMT,1982,3,7,2,test,NA,NA
1163,1982-03-08 GMT,1982,3,8,2,test,NA,NA
1164,1982-03-09 GMT,1982,3,9,1,test,NA,NA
1165,1982-03-10 GMT,1982,3,10,1,test,NA,NA
1166,1982-03-11 GMT,1982,3,11,2,test,NA,NA
1167,1982-03-12 GMT,1982,3,12,2,test,NA,NA
1168,1982-03-13 GMT,1982,3,13,4,test,NA,NA
1169,1982-03-14 GMT,1982,3,14,4,test,NA,NA
1170,1982-03-15 GMT,1982,3,15,4,test,NA,NA
1171,1982-03-16 GMT,1982,3,16,1,test,NA,NA
1172,1982-03-17 GMT,1982,3,17,4,test,NA,NA
1173,1982-03-18 GMT,1982,3,18,4,test,NA,NA
1174,1982-03-19 GMT,1982,3,19,1,test,NA,NA
1175,1982-03-20 GMT,1982,3,20,1,test,NA,NA
1176,1982-03-21 GMT,1982,3,21,4,test,NA,NA
1177,1982-03-22 GMT,1982,3,22,4,test,NA,NA
1178,1982-03-23 GMT,1982,3,23,4,test,NA,NA
1179,1982-03-24 GMT,1982,3,24,1,test,NA,NA
1180,1982-03-25 GMT,1982,3,25,1,test,NA,NA
1181,1982-03-26 GMT,1982,3,26,2,test,NA,NA
1182,1982-03-27 GMT,1982,3,27,2,test,NA,NA
1183,1982-03-28 GMT,1982,3,28,1,test,NA,NA
1184,1982-03-29 GMT,1982,3,29,1,test,NA,NA
1185,1982-03-30 GMT,1982,3,30,2,test,NA,NA
1186,1982-03-31 GMT,1982,3,31,2,test,NA,NA
1187,1982-04-01 GMT,1982,4,1,1,test,NA,NA
1188,1982-04-02 GMT,1982,4,2,1,test,NA,NA
1189,1982-04-03 GMT,1982,4,3,1,test,NA,NA
1190,1982-04-04 GMT,1982,4,4,3,test,NA,NA
1191,1982-04-05 GMT,1982,4,5,3,test,NA,NA
1192,1982-04-06 GMT,1982,4,6,5,test,NA,NA
1193,1982-04-07 GMT,1982,4,7,2,test,NA,NA
1194,1982-04-08 GMT,1982,4,8,1,test,NA,NA
1195,1982-04-09 GMT,1982,4,9,1,test,NA,NA
1196,1982-04-10 GMT,1982,4,10,1,test,NA,NA
1197,1982-04-11 GMT,1982,4,11,3,test,NA,NA
1198,1982-04-12 GMT,1982,4,12,3,test,NA,NA
1199,1982-04-13 GMT,1982,4,13,3,test,NA,NA
1200,1982-04-14 GMT,1982,4,14,5,test,NA,NA
1201,1982-04-15 GMT,1982,4,15,2,test,NA,NA
1202,1982-04-16 GMT,1982,4,16,2,test,NA,NA
1203,1982-04-17 GMT,1982,4,17,2,test,NA,NA
1204,1982-04-18 GMT,1982,4,18,1,test,NA,NA
1205,1982-04-19 GMT,1982,4,19,1,test,NA,NA
1206,1982-04-20 GMT,1982,4,20,2,test,NA,NA
1207,1982-04-21 GMT,1982,4,21,2,test,NA,NA
1208,1982-04-22 GMT,1982,4,22,2,test,NA,NA
1209,1982-04-23 GMT,1982,4,23,1,test,NA,NA
1210,1982-04-24 GMT,1982,4,24,1,test,NA,NA
1211,1982-04-25 GMT,1982,4,25,2,test,NA,NA
1212,1982-04-26 GMT,1982,4,26,2,test,NA,NA
1213,1982-04-27 GMT,1982,4,27,1,test,NA,NA
1214,1982-04-28 GMT,1982,4,28,3,test,NA,NA
1215,1982-04-29 GMT,1982,4,29,3,test,NA,NA
1216,1982-04-30 GMT,1982,4,30,2,test,NA,NA
1217,1982-05-01 GMT,1982,5,1,2,test,NA,NA
1218,1982-05-02 GMT,1982,5,2,1,test,NA,NA
1219,1982-05-03 GMT,1982,5,3,3,test,NA,NA
1220,1982-05-04 GMT,1982,5,4,3,test,NA,NA
1221,1982-05-05 GMT,1982,5,5,3,test,NA,NA
1222,1982-05-06 GMT,1982,5,6,5,test,NA,NA
1223,1982-05-07 GMT,1982,5,7,2,test,NA,NA
1224,1982-05-08 GMT,1982,5,8,2,test,NA,NA
1225,1982-05-09 GMT,1982,5,9,1,test,NA,NA
1226,1982-05-10 GMT,1982,5,10,1,test,NA,NA
1227,1982-05-11 GMT,1982,5,11,2,test,NA,NA
1228,1982-05-12 GMT,1982,5,12,2,test,NA,NA
1229,1982-05-13 GMT,1982,5,13,1,test,NA,NA
1230,1982-05-14 GMT,1982,5,14,1,test,NA,NA
1231,1982-05-15 GMT,1982,5,15,1,test,NA,NA
1232,1982-05-16 GMT,1982,5,16,1,test,NA,NA
1233,1982-05-17 GMT,1982,5,17,3,test,NA,NA
1234,1982-05-18 GMT,1982,5,18,3,test,NA,NA
1235,1982-05-19 GMT,1982,5,19,3,test,NA,NA
1236,1982-05-20 GMT,1982,5,20,5,test,NA,NA
1237,1982-05-21 GMT,1982,5,21,5,test,NA,NA
1238,1982-05-22 GMT,1982,5,22,5,test,NA,NA
1239,1982-05-23 GMT,1982,5,23,3,test,NA,NA
1240,1982-05-24 GMT,1982,5,24,5,test,NA,NA
1241,1982-05-25 GMT,1982,5,25,5,test,NA,NA
1242,1982-05-26 GMT,1982,5,26,5,test,NA,NA
1243,1982-05-27 GMT,1982,5,27,2,test,NA,NA
1244,1982-05-28 GMT,1982,5,28,2,test,NA,NA
1245,1982-05-29 GMT,1982,5,29,1,test,NA,NA
1246,1982-05-30 GMT,1982,5,30,2,test,NA,NA
1247,1982-05-31 GMT,1982,5,31,2,test,NA,NA
1248,1982-06-01 GMT,1982,6,1,1,test,NA,NA
1249,1982-06-02 GMT,1982,6,2,1,test,NA,NA
1250,1982-06-03 GMT,1982,6,3,1,test,NA,NA
1251,1982-06-04 GMT,1982,6,4,2,test,NA,NA
1252,1982-06-05 GMT,1982,6,5,1,test,NA,NA
1253,1982-06-06 GMT,1982,6,6,1,test,NA,NA
1254,1982-06-07 GMT,1982,6,7,5,test,NA,NA
1255,1982-06-08 GMT,1982,6,8,5,test,NA,NA
1256,1982-06-09 GMT,1982,6,9,5,test,NA,NA
1257,1982-06-10 GMT,1982,6,10,5,test,NA,NA
1258,1982-06-11 GMT,1982,6,11,5,test,NA,NA
1259,1982-06-12 GMT,1982,6,12,5,test,NA,NA
1260,1982-06-13 GMT,1982,6,13,1,test,NA,NA
1261,1982-06-14 GMT,1982,6,14,5,test,NA,NA
1262,1982-06-15 GMT,1982,6,15,2,test,NA,NA
1263,1982-06-16 GMT,1982,6,16,2,test,NA,NA
1264,1982-06-17 GMT,1982,6,17,2,test,NA,NA
1265,1982-06-18 GMT,1982,6,18,1,test,NA,NA
1266,1982-06-19 GMT,1982,6,19,1,test,NA,NA
1267,1982-06-20 GMT,1982,6,20,1,test,NA,NA
1268,1982-06-21 GMT,1982,6,21,2,test,NA,NA
1269,1982-06-22 GMT,1982,6,22,2,test,NA,NA
1270,1982-06-23 GMT,1982,6,23,1,test,NA,NA
1271,1982-06-24 GMT,1982,6,24,3,test,NA,NA
1272,1982-06-25 GMT,1982,6,25,5,test,NA,NA
1273,1982-06-26 GMT,1982,6,26,2,test,NA,NA
1274,1982-06-27 GMT,1982,6,27,3,test,NA,NA
1275,1982-06-28 GMT,1982,6,28,3,test,NA,NA
1276,1982-06-29 GMT,1982,6,29,5,test,NA,NA
1277,1982-06-30 GMT,1982,6,30,2,test,NA,NA
1278,1982-07-01 GMT,1982,7,1,2,test,NA,NA
1279,1982-07-02 GMT,1982,7,2,1,test,NA,NA
1280,1982-07-03 GMT,1982,7,3,1,test,NA,NA
1281,1982-07-04 GMT,1982,7,4,1,test,NA,NA
1282,1982-07-05 GMT,1982,7,5,2,test,NA,NA
1283,1982-07-06 GMT,1982,7,6,3,test,NA,NA
1284,1982-07-07 GMT,1982,7,7,3,test,NA,NA
1285,1982-07-08 GMT,1982,7,8,3,test,NA,NA
1286,1982-07-09 GMT,1982,7,9,5,test,NA,NA
1287,1982-07-10 GMT,1982,7,10,5,test,NA,NA
1288,1982-07-11 GMT,1982,7,11,5,test,NA,NA
1289,1982-07-12 GMT,1982,7,12,5,test,NA,NA
1290,1982-07-13 GMT,1982,7,13,2,test,NA,NA
1291,1982-07-14 GMT,1982,7,14,1,test,NA,NA
1292,1982-07-15 GMT,1982,7,15,2,test,NA,NA
1293,1982-07-16 GMT,1982,7,16,2,test,NA,NA
1294,1982-07-17 GMT,1982,7,17,4,test,NA,NA
1295,1982-07-18 GMT,1982,7,18,1,test,NA,NA
1296,1982-07-19 GMT,1982,7,19,1,test,NA,NA
1297,1982-07-20 GMT,1982,7,20,2,test,NA,NA
1298,1982-07-21 GMT,1982,7,21,1,test,NA,NA
1299,1982-07-22 GMT,1982,7,22,3,test,NA,NA
1300,1982-07-23 GMT,1982,7,23,3,test,NA,NA
1301,1982-07-24 GMT,1982,7,24,5,test,NA,NA
1302,1982-07-25 GMT,1982,7,25,5,test,NA,NA
1303,1982-07-26 GMT,1982,7,26,3,test,NA,NA
1304,1982-07-27 GMT,1982,7,27,3,test,NA,NA
1305,1982-07-28 GMT,1982,7,28,3,test,NA,NA
1306,1982-07-29 GMT,1982,7,29,5,test,NA,NA
1307,1982-07-30 GMT,1982,7,30,5,test,NA,NA
1308,1982-07-31 GMT,1982,7,31,3,test,NA,NA
1309,1982-08-01 GMT,1982,8,1,3,test,NA,NA
1310,1982-08-02 GMT,1982,8,2,3,test,NA,NA
1311,1982-08-03 GMT,1982,8,3,5,test,NA,NA
1312,1982-08-04 GMT,1982,8,4,5,test,NA,NA
1313,1982-08-05 GMT,1982,8,5,5,test,NA,NA
1314,1982-08-06 GMT,1982,8,6,5,test,NA,NA
1315,1982-08-07 GMT,1982,8,7,5,test,NA,NA
1316,1982-08-08 GMT,1982,8,8,2,test,NA,NA
1317,1982-08-09 GMT,1982,8,9,2,test,NA,NA
1318,1982-08-10 GMT,1982,8,10,1,test,NA,NA
1319,1982-08-11 GMT,1982,8,11,1,test,NA,NA
1320,1982-08-12 GMT,1982,8,12,3,test,NA,NA
1321,1982-08-13 GMT,1982,8,13,2,test,NA,NA
1322,1982-08-14 GMT,1982,8,14,2,test,NA,NA
1323,1982-08-15 GMT,1982,8,15,2,test,NA,NA
1324,1982-08-16 GMT,1982,8,16,1,test,NA,NA
1325,1982-08-17 GMT,1982,8,17,3,test,NA,NA
1326,1982-08-18 GMT,1982,8,18,5,test,NA,NA
1327,1982-08-19 GMT,1982,8,19,3,test,NA,NA
1328,1982-08-20 GMT,1982,8,20,5,test,NA,NA
1329,1982-08-21 GMT,1982,8,21,5,test,NA,NA
1330,1982-08-22 GMT,1982,8,22,5,test,NA,NA
1331,1982-08-23 GMT,1982,8,23,2,test,NA,NA
1332,1982-08-24 GMT,1982,8,24,2,test,NA,NA
1333,1982-08-25 GMT,1982,8,25,1,test,NA,NA
1334,1982-08-26 GMT,1982,8,26,1,test,NA,NA
1335,1982-08-27 GMT,1982,8,27,2,test,NA,NA
1336,1982-08-28 GMT,1982,8,28,2,test,NA,NA
1337,1982-08-29 GMT,1982,8,29,1,test,NA,NA
1338,1982-08-30 GMT,1982,8,30,1,test,NA,NA
1339,1982-08-31 GMT,1982,8,31,2,test,NA,NA
1340,1982-09-01 GMT,1982,9,1,2,test,NA,NA
1341,1982-09-02 GMT,1982,9,2,2,test,NA,NA
1342,1982-09-03 GMT,1982,9,3,1,test,NA,NA
1343,1982-09-04 GMT,1982,9,4,1,test,NA,NA
1344,1982-09-05 GMT,1982,9,5,3,test,NA,NA
1345,1982-09-06 GMT,1982,9,6,3,test,NA,NA
1346,1982-09-07 GMT,1982,9,7,3,test,NA,NA
1347,1982-09-08 GMT,1982,9,8,3,test,NA,NA
1348,1982-09-09 GMT,1982,9,9,3,test,NA,NA
1349,1982-09-10 GMT,1982,9,10,3,test,NA,NA
1350,1982-09-11 GMT,1982,9,11,5,test,NA,NA
1351,1982-09-12 GMT,1982,9,12,5,test,NA,NA
1352,1982-09-13 GMT,1982,9,13,5,test,NA,NA
1353,1982-09-14 GMT,1982,9,14,5,test,NA,NA
1354,1982-09-15 GMT,1982,9,15,3,test,NA,NA
1355,1982-09-16 GMT,1982,9,16,3,test,NA,NA
1356,1982-09-17 GMT,1982,9,17,5,test,NA,NA
1357,1982-09-18 GMT,1982,9,18,3,test,NA,NA
1358,1982-09-19 GMT,1982,9,19,3,test,NA,NA
1359,1982-09-20 GMT,1982,9,20,5,test,NA,NA
1360,1982-09-21 GMT,1982,9,21,5,test,NA,NA
1361,1982-09-22 GMT,1982,9,22,3,test,NA,NA
1362,1982-09-23 GMT,1982,9,23,3,test,NA,NA
1363,1982-09-24 GMT,1982,9,24,3,test,NA,NA
1364,1982-09-25 GMT,1982,9,25,5,test,NA,NA
1365,1982-09-26 GMT,1982,9,26,5,test,NA,NA
1366,1982-09-27 GMT,1982,9,27,5,test,NA,NA
1367,1982-09-28 GMT,1982,9,28,5,test,NA,NA
1368,1982-09-29 GMT,1982,9,29,2,test,NA,NA
1369,1982-09-30 GMT,1982,9,30,2,test,NA,NA
1370,1982-10-01 GMT,1982,10,1,1,test,NA,NA
1371,1982-10-02 GMT,1982,10,2,1,test,NA,NA
1372,1982-10-03 GMT,1982,10,3,1,test,NA,NA
1373,1982-10-04 GMT,1982,10,4,3,test,NA,NA
1374,1982-10-05 GMT,1982,10,5,5,test,NA,NA
1375,1982-10-06 GMT,1982,10,6,5,test,NA,NA
1376,1982-10-07 GMT,1982,10,7,5,test,NA,NA
1377,1982-10-08 GMT,1982,10,8,5,test,NA,NA
1378,1982-10-09 GMT,1982,10,9,5,test,NA,NA
1379,1982-10-10 GMT,1982,10,10,5,test,NA,NA
1380,1982-10-11 GMT,1982,10,11,3,test,NA,NA
1381,1982-10-12 GMT,1982,10,12,5,test,NA,NA
1382,1982-10-13 GMT,1982,10,13,2,test,NA,NA
1383,1982-10-14 GMT,1982,10,14,1,test,NA,NA
1384,1982-10-15 GMT,1982,10,15,3,test,NA,NA
1385,1982-10-16 GMT,1982,10,16,3,test,NA,NA
1386,1982-10-17 GMT,1982,10,17,3,test,NA,NA
1387,1982-10-18 GMT,1982,10,18,5,test,NA,NA
1388,1982-10-19 GMT,1982,10,19,2,test,NA,NA
1389,1982-10-20 GMT,1982,10,20,2,test,NA,NA
1390,1982-10-21 GMT,1982,10,21,1,test,NA,NA
1391,1982-10-22 GMT,1982,10,22,3,test,NA,NA
1392,1982-10-23 GMT,1982,10,23,5,test,NA,NA
1393,1982-10-24 GMT,1982,10,24,5,test,NA,NA
1394,1982-10-25 GMT,1982,10,25,3,test,NA,NA
1395,1982-10-26 GMT,1982,10,26,3,test,NA,NA
1396,1982-10-27 GMT,1982,10,27,5,test,NA,NA
1397,1982-10-28 GMT,1982,10,28,2,test,NA,NA
1398,1982-10-29 GMT,1982,10,29,2,test,NA,NA
1399,1982-10-30 GMT,1982,10,30,2,test,NA,NA
1400,1982-10-31 GMT,1982,10,31,1,test,NA,NA
1401,1982-11-01 GMT,1982,11,1,3,test,NA,NA
1402,1982-11-02 GMT,1982,11,2,5,test,NA,NA
1403,1982-11-03 GMT,1982,11,3,2,test,NA,NA
1404,1982-11-04 GMT,1982,11,4,2,test,NA,NA
1405,1982-11-05 GMT,1982,11,5,1,test,NA,NA
1406,1982-11-06 GMT,1982,11,6,1,test,NA,NA
1407,1982-11-07 GMT,1982,11,7,2,test,NA,NA
1408,1982-11-08 GMT,1982,11,8,2,test,NA,NA
1409,1982-11-09 GMT,1982,11,9,1,test,NA,NA
1410,1982-11-10 GMT,1982,11,10,2,test,NA,NA
1411,1982-11-11 GMT,1982,11,11,2,test,NA,NA
1412,1982-11-12 GMT,1982,11,12,4,test,NA,NA
1413,1982-11-13 GMT,1982,11,13,4,test,NA,NA
1414,1982-11-14 GMT,1982,11,14,4,test,NA,NA
1415,1982-11-15 GMT,1982,11,15,1,test,NA,NA
1416,1982-11-16 GMT,1982,11,16,1,test,NA,NA
1417,1982-11-17 GMT,1982,11,17,1,test,NA,NA
1418,1982-11-18 GMT,1982,11,18,2,test,NA,NA
1419,1982-11-19 GMT,1982,11,19,3,test,NA,NA
1420,1982-11-20 GMT,1982,11,20,5,test,NA,NA
1421,1982-11-21 GMT,1982,11,21,5,test,NA,NA
1422,1982-11-22 GMT,1982,11,22,2,test,NA,NA
1423,1982-11-23 GMT,1982,11,23,2,test,NA,NA
1424,1982-11-24 GMT,1982,11,24,2,test,NA,NA
1425,1982-11-25 GMT,1982,11,25,2,test,NA,NA
1426,1982-11-26 GMT,1982,11,26,1,test,NA,NA
1427,1982-11-27 GMT,1982,11,27,1,test,NA,NA
1428,1982-11-28 GMT,1982,11,28,2,test,NA,NA
1429,1982-11-29 GMT,1982,11,29,2,test,NA,NA
1430,1982-11-30 GMT,1982,11,30,4,test,NA,NA
1431,1982-12-01 GMT,1982,12,1,1,test,NA,NA
1432,1982-12-02 GMT,1982,12,2,1,test,NA,NA
1433,1982-12-03 GMT,1982,12,3,2,test,NA,NA
1434,1982-12-04 GMT,1982,12,4,2,test,NA,NA
1435,1982-12-05 GMT,1982,12,5,1,test,NA,NA
1436,1982-12-06 GMT,1982,12,6,1,test,NA,NA
1437,1982-12-07 GMT,1982,12,7,3,test,NA,NA
1438,1982-12-08 GMT,1982,12,8,2,test,NA,NA
1439,1982-12-09 GMT,1982,12,9,2,test,NA,NA
1440,1982-12-10 GMT,1982,12,10,2,test,NA,NA
1441,1982-12-11 GMT,1982,12,11,1,test,NA,NA
1442,1982-12-12 GMT,1982,12,12,1,test,NA,NA
1443,1982-12-13 GMT,1982,12,13,1,test,NA,NA
1444,1982-12-14 GMT,1982,12,14,2,test,NA,NA
1445,1982-12-15 GMT,1982,12,15,2,test,NA,NA
1446,1982-12-16 GMT,1982,12,16,1,test,NA,NA
1447,1982-12-17 GMT,1982,12,17,1,test,NA,NA
1448,1982-12-18 GMT,1982,12,18,2,test,NA,NA
1449,1982-12-19 GMT,1982,12,19,2,test,NA,NA
1450,1982-12-20 GMT,1982,12,20,1,test,NA,NA
1451,1982-12-21 GMT,1982,12,21,1,test,NA,NA
1452,1982-12-22 GMT,1982,12,22,1,test,NA,NA
1453,1982-12-23 GMT,1982,12,23,2,test,NA,NA
1454,1982-12-24 GMT,1982,12,24,2,test,NA,NA
1455,1982-12-25 GMT,1982,12,25,2,test,NA,NA
1456,1982-12-26 GMT,1982,12,26,1,test,NA,NA
1457,1982-12-27 GMT,1982,12,27,1,test,NA,NA
1458,1982-12-28 GMT,1982,12,28,2,test,NA,NA
1459,1982-12-29 GMT,1982,12,29,2,test,NA,NA
1460,1982-12-30 GMT,1982,12,30,4,test,NA,NA
1461,1982-12-31 GMT,1982,12,31,4,test,NA,NA
1462,1983-01-01 GMT,1983,1,1,4,test,NA,NA
1463,1983-01-02 GMT,1983,1,2,4,test,NA,NA
1464,1983-01-03 GMT,1983,1,3,4,test,NA,NA
1465,1983-01-04 GMT,1983,1,4,1,test,NA,NA
1466,1983-01-05 GMT,1983,1,5,1,test,NA,NA
1467,1983-01-06 GMT,1983,1,6,2,test,NA,NA
1468,1983-01-07 GMT,1983,1,7,2,test,NA,NA
1469,1983-01-08 GMT,1983,1,8,4,test,NA,NA
1470,1983-01-09 GMT,1983,1,9,4,test,NA,NA
1471,1983-01-10 GMT,1983,1,10,4,test,NA,NA
1472,1983-01-11 GMT,1983,1,11,4,test,NA,NA
1473,1983-01-12 GMT,1983,1,12,4,test,NA,NA
1474,1983-01-13 GMT,1983,1,13,4,test,NA,NA
1475,1983-01-14 GMT,1983,1,14,4,test,NA,NA
1476,1983-01-15 GMT,1983,1,15,4,test,NA,NA
1477,1983-01-16 GMT,1983,1,16,4,test,NA,NA
1478,1983-01-17 GMT,1983,1,17,4,test,NA,NA
1479,1983-01-18 GMT,1983,1,18,4,test,NA,NA
1480,1983-01-19 GMT,1983,1,19,1,test,NA,NA
1481,1983-01-20 GMT,1983,1,20,1,test,NA,NA
1482,1983-01-21 GMT,1983,1,21,1,test,NA,NA
1483,1983-01-22 GMT,1983,1,22,2,test,NA,NA
1484,1983-01-23 GMT,1983,1,23,1,test,NA,NA
1485,1983-01-24 GMT,1983,1,24,1,test,NA,NA
1486,1983-01-25 GMT,1983,1,25,3,test,NA,NA
1487,1983-01-26 GMT,1983,1,26,5,test,NA,NA
1488,1983-01-27 GMT,1983,1,27,5,test,NA,NA
1489,1983-01-28 GMT,1983,1,28,2,test,NA,NA
1490,1983-01-29 GMT,1983,1,29,2,test,NA,NA
1491,1983-01-30 GMT,1983,1,30,2,test,NA,NA
1492,1983-01-31 GMT,1983,1,31,4,test,NA,NA
1493,1983-02-01 GMT,1983,2,1,1,test,NA,NA
1494,1983-02-02 GMT,1983,2,2,1,test,NA,NA
1495,1983-02-03 GMT,1983,2,3,1,test,NA,NA
1496,1983-02-04 GMT,1983,2,4,1,test,NA,NA
1497,1983-02-05 GMT,1983,2,5,1,test,NA,NA
1498,1983-02-06 GMT,1983,2,6,1,test,NA,NA
1499,1983-02-07 GMT,1983,2,7,3,test,NA,NA
1500,1983-02-08 GMT,1983,2,8,3,test,NA,NA
1501,1983-02-09 GMT,1983,2,9,5,test,NA,NA
1502,1983-02-10 GMT,1983,2,10,2,test,NA,NA
1503,1983-02-11 GMT,1983,2,11,2,test,NA,NA
1504,1983-02-12 GMT,1983,2,12,1,test,NA,NA
1505,1983-02-13 GMT,1983,2,13,3,test,NA,NA
1506,1983-02-14 GMT,1983,2,14,5,test,NA,NA
1507,1983-02-15 GMT,1983,2,15,2,test,NA,NA
1508,1983-02-16 GMT,1983,2,16,2,test,NA,NA
1509,1983-02-17 GMT,1983,2,17,1,test,NA,NA
1510,1983-02-18 GMT,1983,2,18,2,test,NA,NA
1511,1983-02-19 GMT,1983,2,19,4,test,NA,NA
1512,1983-02-20 GMT,1983,2,20,4,test,NA,NA
1513,1983-02-21 GMT,1983,2,21,1,test,NA,NA
1514,1983-02-22 GMT,1983,2,22,1,test,NA,NA
1515,1983-02-23 GMT,1983,2,23,2,test,NA,NA
1516,1983-02-24 GMT,1983,2,24,1,test,NA,NA
1517,1983-02-25 GMT,1983,2,25,2,test,NA,NA
1518,1983-02-26 GMT,1983,2,26,2,test,NA,NA
1519,1983-02-27 GMT,1983,2,27,4,test,NA,NA
1520,1983-02-28 GMT,1983,2,28,1,test,NA,NA
1521,1983-03-01 GMT,1983,3,1,1,test,NA,NA
1522,1983-03-02 GMT,1983,3,2,3,test,NA,NA
1523,1983-03-03 GMT,1983,3,3,2,test,NA,NA
1524,1983-03-04 GMT,1983,3,4,1,test,NA,NA
1525,1983-03-05 GMT,1983,3,5,3,test,NA,NA
1526,1983-03-06 GMT,1983,3,6,3,test,NA,NA
1527,1983-03-07 GMT,1983,3,7,5,test,NA,NA
1528,1983-03-08 GMT,1983,3,8,2,test,NA,NA
1529,1983-03-09 GMT,1983,3,9,2,test,NA,NA
1530,1983-03-10 GMT,1983,3,10,1,test,NA,NA
1531,1983-03-11 GMT,1983,3,11,2,test,NA,NA
1532,1983-03-12 GMT,1983,3,12,1,test,NA,NA
1533,1983-03-13 GMT,1983,3,13,1,test,NA,NA
1534,1983-03-14 GMT,1983,3,14,1,test,NA,NA
1535,1983-03-15 GMT,1983,3,15,2,test,NA,NA
1536,1983-03-16 GMT,1983,3,16,2,test,NA,NA
1537,1983-03-17 GMT,1983,3,17,2,test,NA,NA
1538,1983-03-18 GMT,1983,3,18,1,test,NA,NA
1539,1983-03-19 GMT,1983,3,19,1,test,NA,NA
1540,1983-03-20 GMT,1983,3,20,2,test,NA,NA
1541,1983-03-21 GMT,1983,3,21,1,test,NA,NA
1542,1983-03-22 GMT,1983,3,22,5,test,NA,NA
1543,1983-03-23 GMT,1983,3,23,1,test,NA,NA
1544,1983-03-24 GMT,1983,3,24,5,test,NA,NA
1545,1983-03-25 GMT,1983,3,25,5,test,NA,NA
1546,1983-03-26 GMT,1983,3,26,2,test,NA,NA
1547,1983-03-27 GMT,1983,3,27,1,test,NA,NA
1548,1983-03-28 GMT,1983,3,28,1,test,NA,NA
1549,1983-03-29 GMT,1983,3,29,1,test,NA,NA
1550,1983-03-30 GMT,1983,3,30,2,test,NA,NA
1551,1983-03-31 GMT,1983,3,31,2,test,NA,NA
1552,1983-04-01 GMT,1983,4,1,2,test,NA,NA
1553,1983-04-02 GMT,1983,4,2,2,test,NA,NA
1554,1983-04-03 GMT,1983,4,3,1,test,NA,NA
1555,1983-04-04 GMT,1983,4,4,3,test,NA,NA
1556,1983-04-05 GMT,1983,4,5,5,test,NA,NA
1557,1983-04-06 GMT,1983,4,6,2,test,NA,NA
1558,1983-04-07 GMT,1983,4,7,1,test,NA,NA
1559,1983-04-08 GMT,1983,4,8,3,test,NA,NA
1560,1983-04-09 GMT,1983,4,9,5,test,NA,NA
1561,1983-04-10 GMT,1983,4,10,5,test,NA,NA
1562,1983-04-11 GMT,1983,4,11,5,test,NA,NA
1563,1983-04-12 GMT,1983,4,12,5,test,NA,NA
1564,1983-04-13 GMT,1983,4,13,2,test,NA,NA
1565,1983-04-14 GMT,1983,4,14,2,test,NA,NA
1566,1983-04-15 GMT,1983,4,15,1,test,NA,NA
1567,1983-04-16 GMT,1983,4,16,3,test,NA,NA
1568,1983-04-17 GMT,1983,4,17,3,test,NA,NA
1569,1983-04-18 GMT,1983,4,18,5,test,NA,NA
