,Date,Year,Month,Day,WT,Train_or_Test,SPI,Tertile
1,1979-01-01 GMT,1979,1,1,4,test,NA,NA
2,1979-01-02 GMT,1979,1,2,4,test,NA,NA
3,1979-01-03 GMT,1979,1,3,4,test,NA,NA
4,1979-01-04 GMT,1979,1,4,4,test,NA,NA
5,1979-01-05 GMT,1979,1,5,1,test,NA,NA
6,1979-01-06 GMT,1979,1,6,1,test,NA,NA
7,1979-01-07 GMT,1979,1,7,2,test,NA,NA
8,1979-01-08 GMT,1979,1,8,4,test,NA,NA
9,1979-01-09 GMT,1979,1,9,4,test,NA,NA
10,1979-01-10 GMT,1979,1,10,4,test,NA,NA
11,1979-01-11 GMT,1979,1,11,1,test,NA,NA
12,1979-01-12 GMT,1979,1,12,4,test,NA,NA
13,1979-01-13 GMT,1979,1,13,4,test,NA,NA
14,1979-01-14 GMT,1979,1,14,4,test,NA,NA
15,1979-01-15 GMT,1979,1,15,4,test,NA,NA
16,1979-01-16 GMT,1979,1,16,4,test,NA,NA
17,1979-01-17 GMT,1979,1,17,4,test,NA,NA
18,1979-01-18 GMT,1979,1,18,4,test,NA,NA
19,1979-01-19 GMT,1979,1,19,4,test,NA,NA
20,1979-01-20 GMT,1979,1,20,4,test,NA,NA
21,1979-01-21 GMT,1979,1,21,4,test,NA,NA
22,1979-01-22 GMT,1979,1,22,1,test,NA,NA
23,1979-01-23 GMT,1979,1,23,1,test,NA,NA
24,1979-01-24 GMT,1979,1,24,1,test,NA,NA
25,1979-01-25 GMT,1979,1,25,2,test,NA,NA
26,1979-01-26 GMT,1979,1,26,4,test,NA,NA
27,1979-01-27 GMT,1979,1,27,1,test,NA,NA
28,1979-01-28 GMT,1979,1,28,4,test,NA,NA
29,1979-01-29 GMT,1979,1,29,1,test,NA,NA
30,1979-01-30 GMT,1979,1,30,1,test,NA,NA
31,1979-01-31 GMT,1979,1,31,4,test,NA,NA
32,1979-02-01 GMT,1979,2,1,4,test,NA,NA
33,1979-02-02 GMT,1979,2,2,4,test,NA,NA
34,1979-02-03 GMT,1979,2,3,1,test,NA,NA
35,1979-02-04 GMT,1979,2,4,1,test,NA,NA
36,1979-02-05 GMT,1979,2,5,1,test,NA,NA
37,1979-02-06 GMT,1979,2,6,2,test,NA,NA
38,1979-02-07 GMT,1979,2,7,1,test,NA,NA
39,1979-02-08 GMT,1979,2,8,1,test,NA,NA
40,1979-02-09 GMT,1979,2,9,2,test,NA,NA
41,1979-02-10 GMT,1979,2,10,1,test,NA,NA
42,1979-02-11 GMT,1979,2,11,1,test,NA,NA
43,1979-02-12 GMT,1979,2,12,5,test,NA,NA
44,1979-02-13 GMT,1979,2,13,2,test,NA,NA
45,1979-02-14 GMT,1979,2,14,1,test,NA,NA
46,1979-02-15 GMT,1979,2,15,2,test,NA,NA
47,1979-02-16 GMT,1979,2,16,2,test,NA,NA
48,1979-02-17 GMT,1979,2,17,2,test,NA,NA
49,1979-02-18 GMT,1979,2,18,2,test,NA,NA
50,1979-02-19 GMT,1979,2,19,2,test,NA,NA
51,1979-02-20 GMT,1979,2,20,2,test,NA,NA
52,1979-02-21 GMT,1979,2,21,4,test,NA,NA
53,1979-02-22 GMT,1979,2,22,4,test,NA,NA
54,1979-02-23 GMT,1979,2,23,1,test,NA,NA
55,1979-02-24 GMT,1979,2,24,1,test,NA,NA
56,1979-02-25 GMT,1979,2,25,2,test,NA,NA
57,1979-02-26 GMT,1979,2,26,2,test,NA,NA
58,1979-02-27 GMT,1979,2,27,1,test,NA,NA
59,1979-02-28 GMT,1979,2,28,3,test,NA,NA
60,1979-03-01 GMT,1979,3,1,5,test,NA,NA
61,1979-03-02 GMT,1979,3,2,2,test,NA,NA
62,1979-03-03 GMT,1979,3,3,1,test,NA,NA
63,1979-03-04 GMT,1979,3,4,1,test,NA,NA
64,1979-03-05 GMT,1979,3,5,2,test,NA,NA
65,1979-03-06 GMT,1979,3,6,1,test,NA,NA
66,1979-03-07 GMT,1979,3,7,2,test,NA,NA
67,1979-03-08 GMT,1979,3,8,2,test,NA,NA
68,1979-03-09 GMT,1979,3,9,4,test,NA,NA
69,1979-03-10 GMT,1979,3,10,4,test,NA,NA
70,1979-03-11 GMT,1979,3,11,1,test,NA,NA
71,1979-03-12 GMT,1979,3,12,1,test,NA,NA
72,1979-03-13 GMT,1979,3,13,4,test,NA,NA
73,1979-03-14 GMT,1979,3,14,4,test,NA,NA
74,1979-03-15 GMT,1979,3,15,1,test,NA,NA
75,1979-03-16 GMT,1979,3,16,1,test,NA,NA
76,1979-03-17 GMT,1979,3,17,1,test,NA,NA
77,1979-03-18 GMT,1979,3,18,1,test,NA,NA
78,1979-03-19 GMT,1979,3,19,2,test,NA,NA
79,1979-03-20 GMT,1979,3,20,1,test,NA,NA
80,1979-03-21 GMT,1979,3,21,1,test,NA,NA
81,1979-03-22 GMT,1979,3,22,1,test,NA,NA
82,1979-03-23 GMT,1979,3,23,1,test,NA,NA
83,1979-03-24 GMT,1979,3,24,2,test,NA,NA
84,1979-03-25 GMT,1979,3,25,1,test,NA,NA
85,1979-03-26 GMT,1979,3,26,1,test,NA,NA
86,1979-03-27 GMT,1979,3,27,2,test,NA,NA
87,1979-03-28 GMT,1979,3,28,2,test,NA,NA
88,1979-03-29 GMT,1979,3,29,4,test,NA,NA
89,1979-03-30 GMT,1979,3,30,1,test,NA,NA
90,1979-03-31 GMT,1979,3,31,1,test,NA,NA
91,1979-04-01 GMT,1979,4,1,2,test,NA,NA
92,1979-04-02 GMT,1979,4,2,4,test,NA,NA
93,1979-04-03 GMT,1979,4,3,4,test,NA,NA
94,1979-04-04 GMT,1979,4,4,1,test,NA,NA
95,1979-04-05 GMT,1979,4,5,1,test,NA,NA
96,1979-04-06 GMT,1979,4,6,2,test,NA,NA
97,1979-04-07 GMT,1979,4,7,1,test,NA,NA
98,1979-04-08 GMT,1979,4,8,2,test,NA,NA
99,1979-04-09 GMT,1979,4,9,4,test,NA,NA
100,1979-04-10 GMT,1979,4,10,4,test,NA,NA
101,1979-04-11 GMT,1979,4,11,4,test,NA,NA
102,1979-04-12 GMT,1979,4,12,1,test,NA,NA
103,1979-04-13 GMT,1979,4,13,1,test,NA,NA
104,1979-04-14 GMT,1979,4,14,1,test,NA,NA
105,1979-04-15 GMT,1979,4,15,2,test,NA,NA
106,1979-04-16 GMT,1979,4,16,4,test,NA,NA
107,1979-04-17 GMT,1979,4,17,1,test,NA,NA
108,1979-04-18 GMT,1979,4,18,1,test,NA,NA
109,1979-04-19 GMT,1979,4,19,1,test,NA,NA
110,1979-04-20 GMT,1979,4,20,2,test,NA,NA
111,1979-04-21 GMT,1979,4,21,1,test,NA,NA
112,1979-04-22 GMT,1979,4,22,3,test,NA,NA
113,1979-04-23 GMT,1979,4,23,3,test,NA,NA
114,1979-04-24 GMT,1979,4,24,5,test,NA,NA
115,1979-04-25 GMT,1979,4,25,5,test,NA,NA
116,1979-04-26 GMT,1979,4,26,5,test,NA,NA
117,1979-04-27 GMT,1979,4,27,3,test,NA,NA
118,1979-04-28 GMT,1979,4,28,5,test,NA,NA
119,1979-04-29 GMT,1979,4,29,5,test,NA,NA
120,1979-04-30 GMT,1979,4,30,5,test,NA,NA
121,1979-05-01 GMT,1979,5,1,2,test,NA,NA
122,1979-05-02 GMT,1979,5,2,2,test,NA,NA
123,1979-05-03 GMT,1979,5,3,1,test,NA,NA
124,1979-05-04 GMT,1979,5,4,2,test,NA,NA
125,1979-05-05 GMT,1979,5,5,2,test,NA,NA
126,1979-05-06 GMT,1979,5,6,2,test,NA,NA
127,1979-05-07 GMT,1979,5,7,4,test,NA,NA
128,1979-05-08 GMT,1979,5,8,1,test,NA,NA
129,1979-05-09 GMT,1979,5,9,1,test,NA,NA
130,1979-05-10 GMT,1979,5,10,1,test,NA,NA
131,1979-05-11 GMT,1979,5,11,2,test,NA,NA
132,1979-05-12 GMT,1979,5,12,2,test,NA,NA
133,1979-05-13 GMT,1979,5,13,1,test,NA,NA
134,1979-05-14 GMT,1979,5,14,2,test,NA,NA
135,1979-05-15 GMT,1979,5,15,1,test,NA,NA
136,1979-05-16 GMT,1979,5,16,1,test,NA,NA
137,1979-05-17 GMT,1979,5,17,1,test,NA,NA
138,1979-05-18 GMT,1979,5,18,1,test,NA,NA
139,1979-05-19 GMT,1979,5,19,3,test,NA,NA
140,1979-05-20 GMT,1979,5,20,5,test,NA,NA
141,1979-05-21 GMT,1979,5,21,2,test,NA,NA
142,1979-05-22 GMT,1979,5,22,1,test,NA,NA
143,1979-05-23 GMT,1979,5,23,1,test,NA,NA
144,1979-05-24 GMT,1979,5,24,3,test,NA,NA
145,1979-05-25 GMT,1979,5,25,3,test,NA,NA
146,1979-05-26 GMT,1979,5,26,3,test,NA,NA
147,1979-05-27 GMT,1979,5,27,3,test,NA,NA
148,1979-05-28 GMT,1979,5,28,5,test,NA,NA
149,1979-05-29 GMT,1979,5,29,5,test,NA,NA
150,1979-05-30 GMT,1979,5,30,5,test,NA,NA
151,1979-05-31 GMT,1979,5,31,5,test,NA,NA
152,1979-06-01 GMT,1979,6,1,3,test,NA,NA
153,1979-06-02 GMT,1979,6,2,3,test,NA,NA
154,1979-06-03 GMT,1979,6,3,5,test,NA,NA
155,1979-06-04 GMT,1979,6,4,5,test,NA,NA
156,1979-06-05 GMT,1979,6,5,3,test,NA,NA
157,1979-06-06 GMT,1979,6,6,5,test,NA,NA
158,1979-06-07 GMT,1979,6,7,5,test,NA,NA
159,1979-06-08 GMT,1979,6,8,5,test,NA,NA
160,1979-06-09 GMT,1979,6,9,3,test,NA,NA
161,1979-06-10 GMT,1979,6,10,5,test,NA,NA
162,1979-06-11 GMT,1979,6,11,2,test,NA,NA
163,1979-06-12 GMT,1979,6,12,2,test,NA,NA
164,1979-06-13 GMT,1979,6,13,1,test,NA,NA
165,1979-06-14 GMT,1979,6,14,1,test,NA,NA
166,1979-06-15 GMT,1979,6,15,1,test,NA,NA
167,1979-06-16 GMT,1979,6,16,3,test,NA,NA
168,1979-06-17 GMT,1979,6,17,3,test,NA,NA
169,1979-06-18 GMT,1979,6,18,3,test,NA,NA
170,1979-06-19 GMT,1979,6,19,5,test,NA,NA
171,1979-06-20 GMT,1979,6,20,2,test,NA,NA
172,1979-06-21 GMT,1979,6,21,5,test,NA,NA
173,1979-06-22 GMT,1979,6,22,5,test,NA,NA
174,1979-06-23 GMT,1979,6,23,3,test,NA,NA
175,1979-06-24 GMT,1979,6,24,3,test,NA,NA
176,1979-06-25 GMT,1979,6,25,5,test,NA,NA
177,1979-06-26 GMT,1979,6,26,2,test,NA,NA
178,1979-06-27 GMT,1979,6,27,1,test,NA,NA
179,1979-06-28 GMT,1979,6,28,1,test,NA,NA
180,1979-06-29 GMT,1979,6,29,2,test,NA,NA
181,1979-06-30 GMT,1979,6,30,2,test,NA,NA
182,1979-07-01 GMT,1979,7,1,1,test,NA,NA
183,1979-07-02 GMT,1979,7,2,1,test,NA,NA
184,1979-07-03 GMT,1979,7,3,1,test,NA,NA
185,1979-07-04 GMT,1979,7,4,2,test,NA,NA
186,1979-07-05 GMT,1979,7,5,1,test,NA,NA
187,1979-07-06 GMT,1979,7,6,3,test,NA,NA
188,1979-07-07 GMT,1979,7,7,3,test,NA,NA
189,1979-07-08 GMT,1979,7,8,3,test,NA,NA
190,1979-07-09 GMT,1979,7,9,5,test,NA,NA
191,1979-07-10 GMT,1979,7,10,3,test,NA,NA
192,1979-07-11 GMT,1979,7,11,3,test,NA,NA
193,1979-07-12 GMT,1979,7,12,3,test,NA,NA
194,1979-07-13 GMT,1979,7,13,5,test,NA,NA
195,1979-07-14 GMT,1979,7,14,5,test,NA,NA
196,1979-07-15 GMT,1979,7,15,5,test,NA,NA
197,1979-07-16 GMT,1979,7,16,3,test,NA,NA
198,1979-07-17 GMT,1979,7,17,3,test,NA,NA
199,1979-07-18 GMT,1979,7,18,5,test,NA,NA
200,1979-07-19 GMT,1979,7,19,5,test,NA,NA
201,1979-07-20 GMT,1979,7,20,3,test,NA,NA
202,1979-07-21 GMT,1979,7,21,3,test,NA,NA
203,1979-07-22 GMT,1979,7,22,3,test,NA,NA
204,1979-07-23 GMT,1979,7,23,5,test,NA,NA
205,1979-07-24 GMT,1979,7,24,2,test,NA,NA
206,1979-07-25 GMT,1979,7,25,3,test,NA,NA
207,1979-07-26 GMT,1979,7,26,3,test,NA,NA
208,1979-07-27 GMT,1979,7,27,5,test,NA,NA
209,1979-07-28 GMT,1979,7,28,5,test,NA,NA
210,1979-07-29 GMT,1979,7,29,3,test,NA,NA
211,1979-07-30 GMT,1979,7,30,5,test,NA,NA
212,1979-07-31 GMT,1979,7,31,2,test,NA,NA
213,1979-08-01 GMT,1979,8,1,2,test,NA,NA
214,1979-08-02 GMT,1979,8,2,2,test,NA,NA
215,1979-08-03 GMT,1979,8,3,2,test,NA,NA
216,1979-08-04 GMT,1979,8,4,4,test,NA,NA
217,1979-08-05 GMT,1979,8,5,4,test,NA,NA
218,1979-08-06 GMT,1979,8,6,1,test,NA,NA
219,1979-08-07 GMT,1979,8,7,1,test,NA,NA
220,1979-08-08 GMT,1979,8,8,1,test,NA,NA
221,1979-08-09 GMT,1979,8,9,1,test,NA,NA
222,1979-08-10 GMT,1979,8,10,1,test,NA,NA
223,1979-08-11 GMT,1979,8,11,3,test,NA,NA
224,1979-08-12 GMT,1979,8,12,3,test,NA,NA
225,1979-08-13 GMT,1979,8,13,5,test,NA,NA
226,1979-08-14 GMT,1979,8,14,3,test,NA,NA
227,1979-08-15 GMT,1979,8,15,3,test,NA,NA
228,1979-08-16 GMT,1979,8,16,5,test,NA,NA
229,1979-08-17 GMT,1979,8,17,5,test,NA,NA
230,1979-08-18 GMT,1979,8,18,3,test,NA,NA
231,1979-08-19 GMT,1979,8,19,3,test,NA,NA
232,1979-08-20 GMT,1979,8,20,5,test,NA,NA
233,1979-08-21 GMT,1979,8,21,5,test,NA,NA
234,1979-08-22 GMT,1979,8,22,3,test,NA,NA
235,1979-08-23 GMT,1979,8,23,3,test,NA,NA
236,1979-08-24 GMT,1979,8,24,3,test,NA,NA
237,1979-08-25 GMT,1979,8,25,5,test,NA,NA
238,1979-08-26 GMT,1979,8,26,5,test,NA,NA
239,1979-08-27 GMT,1979,8,27,3,test,NA,NA
240,1979-08-28 GMT,1979,8,28,3,test,NA,NA
241,1979-08-29 GMT,1979,8,29,5,test,NA,NA
242,1979-08-30 GMT,1979,8,30,5,test,NA,NA
243,1979-08-31 GMT,1979,8,31,5,test,NA,NA
244,1979-09-01 GMT,1979,9,1,5,test,NA,NA
245,1979-09-02 GMT,1979,9,2,5,test,NA,NA
246,1979-09-03 GMT,1979,9,3,5,test,NA,NA
247,1979-09-04 GMT,1979,9,4,5,test,NA,NA
248,1979-09-05 GMT,1979,9,5,3,test,NA,NA
249,1979-09-06 GMT,1979,9,6,3,test,NA,NA
250,1979-09-07 GMT,1979,9,7,3,test,NA,NA
251,1979-09-08 GMT,1979,9,8,5,test,NA,NA
252,1979-09-09 GMT,1979,9,9,5,test,NA,NA
253,1979-09-10 GMT,1979,9,10,5,test,NA,NA
254,1979-09-11 GMT,1979,9,11,5,test,NA,NA
255,1979-09-12 GMT,1979,9,12,5,test,NA,NA
256,1979-09-13 GMT,1979,9,13,5,test,NA,NA
257,1979-09-14 GMT,1979,9,14,3,test,NA,NA
258,1979-09-15 GMT,1979,9,15,3,test,NA,NA
259,1979-09-16 GMT,1979,9,16,3,test,NA,NA
260,1979-09-17 GMT,1979,9,17,3,test,NA,NA
261,1979-09-18 GMT,1979,9,18,5,test,NA,NA
262,1979-09-19 GMT,1979,9,19,5,test,NA,NA
263,1979-09-20 GMT,1979,9,20,5,test,NA,NA
264,1979-09-21 GMT,1979,9,21,5,test,NA,NA
265,1979-09-22 GMT,1979,9,22,5,test,NA,NA
266,1979-09-23 GMT,1979,9,23,2,test,NA,NA
267,1979-09-24 GMT,1979,9,24,2,test,NA,NA
268,1979-09-25 GMT,1979,9,25,2,test,NA,NA
269,1979-09-26 GMT,1979,9,26,1,test,NA,NA
270,1979-09-27 GMT,1979,9,27,1,test,NA,NA
271,1979-09-28 GMT,1979,9,28,1,test,NA,NA
272,1979-09-29 GMT,1979,9,29,5,test,NA,NA
273,1979-09-30 GMT,1979,9,30,5,test,NA,NA
274,1979-10-01 GMT,1979,10,1,5,test,NA,NA
275,1979-10-02 GMT,1979,10,2,2,test,NA,NA
276,1979-10-03 GMT,1979,10,3,2,test,NA,NA
277,1979-10-04 GMT,1979,10,4,1,test,NA,NA
278,1979-10-05 GMT,1979,10,5,3,test,NA,NA
279,1979-10-06 GMT,1979,10,6,3,test,NA,NA
280,1979-10-07 GMT,1979,10,7,3,test,NA,NA
281,1979-10-08 GMT,1979,10,8,3,test,NA,NA
282,1979-10-09 GMT,1979,10,9,5,test,NA,NA
283,1979-10-10 GMT,1979,10,10,5,test,NA,NA
284,1979-10-11 GMT,1979,10,11,2,test,NA,NA
285,1979-10-12 GMT,1979,10,12,1,test,NA,NA
286,1979-10-13 GMT,1979,10,13,3,test,NA,NA
287,1979-10-14 GMT,1979,10,14,3,test,NA,NA
288,1979-10-15 GMT,1979,10,15,5,test,NA,NA
289,1979-10-16 GMT,1979,10,16,5,test,NA,NA
290,1979-10-17 GMT,1979,10,17,5,test,NA,NA
291,1979-10-18 GMT,1979,10,18,3,test,NA,NA
292,1979-10-19 GMT,1979,10,19,5,test,NA,NA
293,1979-10-20 GMT,1979,10,20,5,test,NA,NA
294,1979-10-21 GMT,1979,10,21,5,test,NA,NA
295,1979-10-22 GMT,1979,10,22,5,test,NA,NA
296,1979-10-23 GMT,1979,10,23,5,test,NA,NA
297,1979-10-24 GMT,1979,10,24,5,test,NA,NA
298,1979-10-25 GMT,1979,10,25,3,test,NA,NA
299,1979-10-26 GMT,1979,10,26,3,test,NA,NA
300,1979-10-27 GMT,1979,10,27,3,test,NA,NA
301,1979-10-28 GMT,1979,10,28,5,test,NA,NA
302,1979-10-29 GMT,1979,10,29,2,test,NA,NA
303,1979-10-30 GMT,1979,10,30,2,test,NA,NA
304,1979-10-31 GMT,1979,10,31,2,test,NA,NA
305,1979-11-01 GMT,1979,11,1,2,test,NA,NA
306,1979-11-02 GMT,1979,11,2,4,test,NA,NA
307,1979-11-03 GMT,1979,11,3,4,test,NA,NA
308,1979-11-04 GMT,1979,11,4,1,test,NA,NA
309,1979-11-05 GMT,1979,11,5,1,test,NA,NA
310,1979-11-06 GMT,1979,11,6,1,test,NA,NA
311,1979-11-07 GMT,1979,11,7,2,test,NA,NA
312,1979-11-08 GMT,1979,11,8,2,test,NA,NA
313,1979-11-09 GMT,1979,11,9,1,test,NA,NA
314,1979-11-10 GMT,1979,11,10,1,test,NA,NA
315,1979-11-11 GMT,1979,11,11,3,test,NA,NA
316,1979-11-12 GMT,1979,11,12,5,test,NA,NA
317,1979-11-13 GMT,1979,11,13,5,test,NA,NA
318,1979-11-14 GMT,1979,11,14,2,test,NA,NA
319,1979-11-15 GMT,1979,11,15,5,test,NA,NA
320,1979-11-16 GMT,1979,11,16,3,test,NA,NA
321,1979-11-17 GMT,1979,11,17,5,test,NA,NA
322,1979-11-18 GMT,1979,11,18,5,test,NA,NA
323,1979-11-19 GMT,1979,11,19,2,test,NA,NA
324,1979-11-20 GMT,1979,11,20,2,test,NA,NA
325,1979-11-21 GMT,1979,11,21,1,test,NA,NA
326,1979-11-22 GMT,1979,11,22,1,test,NA,NA
327,1979-11-23 GMT,1979,11,23,1,test,NA,NA
328,1979-11-24 GMT,1979,11,24,2,test,NA,NA
329,1979-11-25 GMT,1979,11,25,4,test,NA,NA
330,1979-11-26 GMT,1979,11,26,1,test,NA,NA
331,1979-11-27 GMT,1979,11,27,1,test,NA,NA
332,1979-11-28 GMT,1979,11,28,2,test,NA,NA
333,1979-11-29 GMT,1979,11,29,1,test,NA,NA
334,1979-11-30 GMT,1979,11,30,1,test,NA,NA
335,1979-12-01 GMT,1979,12,1,2,test,NA,NA
336,1979-12-02 GMT,1979,12,2,2,test,NA,NA
337,1979-12-03 GMT,1979,12,3,1,test,NA,NA
338,1979-12-04 GMT,1979,12,4,2,test,NA,NA
339,1979-12-05 GMT,1979,12,5,4,test,NA,NA
340,1979-12-06 GMT,1979,12,6,4,test,NA,NA
341,1979-12-07 GMT,1979,12,7,4,test,NA,NA
342,1979-12-08 GMT,1979,12,8,4,test,NA,NA
343,1979-12-09 GMT,1979,12,9,4,test,NA,NA
344,1979-12-10 GMT,1979,12,10,4,test,NA,NA
345,1979-12-11 GMT,1979,12,11,1,test,NA,NA
346,1979-12-12 GMT,1979,12,12,4,test,NA,NA
347,1979-12-13 GMT,1979,12,13,4,test,NA,NA
348,1979-12-14 GMT,1979,12,14,1,test,NA,NA
349,1979-12-15 GMT,1979,12,15,1,test,NA,NA
350,1979-12-16 GMT,1979,12,16,3,test,NA,NA
351,1979-12-17 GMT,1979,12,17,3,test,NA,NA
352,1979-12-18 GMT,1979,12,18,3,test,NA,NA
353,1979-12-19 GMT,1979,12,19,5,test,NA,NA
354,1979-12-20 GMT,1979,12,20,5,test,NA,NA
355,1979-12-21 GMT,1979,12,21,5,test,NA,NA
356,1979-12-22 GMT,1979,12,22,2,test,NA,NA
357,1979-12-23 GMT,1979,12,23,2,test,NA,NA
358,1979-12-24 GMT,1979,12,24,2,test,NA,NA
359,1979-12-25 GMT,1979,12,25,1,test,NA,NA
360,1979-12-26 GMT,1979,12,26,1,test,NA,NA
361,1979-12-27 GMT,1979,12,27,2,test,NA,NA
362,1979-12-28 GMT,1979,12,28,4,test,NA,NA
363,1979-12-29 GMT,1979,12,29,4,test,NA,NA
364,1979-12-30 GMT,1979,12,30,4,test,NA,NA
365,1979-12-31 GMT,1979,12,31,4,test,NA,NA
366,1980-01-01 GMT,1980,1,1,4,test,NA,NA
367,1980-01-02 GMT,1980,1,2,4,test,NA,NA
368,1980-01-03 GMT,1980,1,3,4,test,NA,NA
369,1980-01-04 GMT,1980,1,4,4,test,NA,NA
370,1980-01-05 GMT,1980,1,5,4,test,NA,NA
371,1980-01-06 GMT,1980,1,6,4,test,NA,NA
372,1980-01-07 GMT,1980,1,7,4,test,NA,NA
373,1980-01-08 GMT,1980,1,8,4,test,NA,NA
374,1980-01-09 GMT,1980,1,9,1,test,NA,NA
375,1980-01-10 GMT,1980,1,10,1,test,NA,NA
376,1980-01-11 GMT,1980,1,11,1,test,NA,NA
377,1980-01-12 GMT,1980,1,12,1,test,NA,NA
378,1980-01-13 GMT,1980,1,13,3,test,NA,NA
379,1980-01-14 GMT,1980,1,14,5,test,NA,NA
380,1980-01-15 GMT,1980,1,15,1,test,NA,NA
381,1980-01-16 GMT,1980,1,16,2,test,NA,NA
382,1980-01-17 GMT,1980,1,17,1,test,NA,NA
383,1980-01-18 GMT,1980,1,18,1,test,NA,NA
384,1980-01-19 GMT,1980,1,19,2,test,NA,NA
385,1980-01-20 GMT,1980,1,20,2,test,NA,NA
386,1980-01-21 GMT,1980,1,21,2,test,NA,NA
387,1980-01-22 GMT,1980,1,22,2,test,NA,NA
388,1980-01-23 GMT,1980,1,23,4,test,NA,NA
389,1980-01-24 GMT,1980,1,24,4,test,NA,NA
390,1980-01-25 GMT,1980,1,25,4,test,NA,NA
391,1980-01-26 GMT,1980,1,26,4,test,NA,NA
392,1980-01-27 GMT,1980,1,27,4,test,NA,NA
393,1980-01-28 GMT,1980,1,28,4,test,NA,NA
394,1980-01-29 GMT,1980,1,29,4,test,NA,NA
395,1980-01-30 GMT,1980,1,30,4,test,NA,NA
396,1980-01-31 GMT,1980,1,31,4,test,NA,NA
397,1980-02-01 GMT,1980,2,1,1,test,NA,NA
398,1980-02-02 GMT,1980,2,2,4,test,NA,NA
399,1980-02-03 GMT,1980,2,3,4,test,NA,NA
400,1980-02-04 GMT,1980,2,4,4,test,NA,NA
401,1980-02-05 GMT,1980,2,5,4,test,NA,NA
402,1980-02-06 GMT,1980,2,6,4,test,NA,NA
403,1980-02-07 GMT,1980,2,7,4,test,NA,NA
404,1980-02-08 GMT,1980,2,8,4,test,NA,NA
405,1980-02-09 GMT,1980,2,9,4,test,NA,NA
406,1980-02-10 GMT,1980,2,10,4,test,NA,NA
407,1980-02-11 GMT,1980,2,11,4,test,NA,NA
408,1980-02-12 GMT,1980,2,12,4,test,NA,NA
409,1980-02-13 GMT,1980,2,13,4,test,NA,NA
410,1980-02-14 GMT,1980,2,14,4,test,NA,NA
411,1980-02-15 GMT,1980,2,15,4,test,NA,NA
412,1980-02-16 GMT,1980,2,16,1,test,NA,NA
413,1980-02-17 GMT,1980,2,17,1,test,NA,NA
414,1980-02-18 GMT,1980,2,18,1,test,NA,NA
415,1980-02-19 GMT,1980,2,19,1,test,NA,NA
416,1980-02-20 GMT,1980,2,20,1,test,NA,NA
417,1980-02-21 GMT,1980,2,21,1,test,NA,NA
418,1980-02-22 GMT,1980,2,22,1,test,NA,NA
419,1980-02-23 GMT,1980,2,23,5,test,NA,NA
420,1980-02-24 GMT,1980,2,24,5,test,NA,NA
421,1980-02-25 GMT,1980,2,25,1,test,NA,NA
422,1980-02-26 GMT,1980,2,26,5,test,NA,NA
423,1980-02-27 GMT,1980,2,27,2,test,NA,NA
424,1980-02-28 GMT,1980,2,28,2,test,NA,NA
425,1980-02-29 GMT,1980,2,29,2,test,NA,NA
426,1980-03-01 GMT,1980,3,1,1,test,NA,NA
427,1980-03-02 GMT,1980,3,2,1,test,NA,NA
428,1980-03-03 GMT,1980,3,3,2,test,NA,NA
429,1980-03-04 GMT,1980,3,4,2,test,NA,NA
430,1980-03-05 GMT,1980,3,5,4,test,NA,NA
431,1980-03-06 GMT,1980,3,6,4,test,NA,NA
432,1980-03-07 GMT,1980,3,7,4,test,NA,NA
433,1980-03-08 GMT,1980,3,8,4,test,NA,NA
434,1980-03-09 GMT,1980,3,9,4,test,NA,NA
435,1980-03-10 GMT,1980,3,10,4,test,NA,NA
436,1980-03-11 GMT,1980,3,11,4,test,NA,NA
437,1980-03-12 GMT,1980,3,12,4,test,NA,NA
438,1980-03-13 GMT,1980,3,13,4,test,NA,NA
439,1980-03-14 GMT,1980,3,14,4,test,NA,NA
440,1980-03-15 GMT,1980,3,15,4,test,NA,NA
441,1980-03-16 GMT,1980,3,16,4,test,NA,NA
442,1980-03-17 GMT,1980,3,17,4,test,NA,NA
443,1980-03-18 GMT,1980,3,18,4,test,NA,NA
444,1980-03-19 GMT,1980,3,19,4,test,NA,NA
445,1980-03-20 GMT,1980,3,20,4,test,NA,NA
446,1980-03-21 GMT,1980,3,21,4,test,NA,NA
447,1980-03-22 GMT,1980,3,22,4,test,NA,NA
448,1980-03-23 GMT,1980,3,23,4,test,NA,NA
449,1980-03-24 GMT,1980,3,24,4,test,NA,NA
450,1980-03-25 GMT,1980,3,25,4,test,NA,NA
451,1980-03-26 GMT,1980,3,26,4,test,NA,NA
452,1980-03-27 GMT,1980,3,27,4,test,NA,NA
453,1980-03-28 GMT,1980,3,28,4,test,NA,NA
454,1980-03-29 GMT,1980,3,29,1,test,NA,NA
455,1980-03-30 GMT,1980,3,30,1,test,NA,NA
456,1980-03-31 GMT,1980,3,31,2,test,NA,NA
457,1980-04-01 GMT,1980,4,1,4,test,NA,NA
458,1980-04-02 GMT,1980,4,2,4,test,NA,NA
459,1980-04-03 GMT,1980,4,3,4,test,NA,NA
460,1980-04-04 GMT,1980,4,4,4,test,NA,NA
461,1980-04-05 GMT,1980,4,5,1,test,NA,NA
462,1980-04-06 GMT,1980,4,6,1,test,NA,NA
463,1980-04-07 GMT,1980,4,7,1,test,NA,NA
464,1980-04-08 GMT,1980,4,8,1,test,NA,NA
465,1980-04-09 GMT,1980,4,9,1,test,NA,NA
